id,content_id,type,likes,engagement_date,campaign_id,product_id,views_clicks
4425,23,Blog,41,7/24/2024,10,12,3745-208
1370,27,video,153,8/12/2023,16,14,3746-409
1021,18,socialmedia,101,11/9/2023,18,17,3746-591
1467,49,VIDEO,0,8/6/2025,1,6,375-13
2018,9,SOCIALMEDIA,285,4/19/2023,5,18,3754-1215
640,22,Newsletter,3,8/8/2024,5,18,375-53
2142,27,Blog,34,10/19/2024,19,14,3755-484
3169,50,SOCIALMEDIA,0,10/12/2025,2,5,375-8
929,33,VIDEO,8,7/10/2024,17,2,375-91
1260,2,socialmedia,5,8/16/2024,3,1,376-38
3598,39,socialmedia,11,1/12/2024,18,17,376-42
862,4,Video,66,10/16/2024,4,10,3767-484
3321,17,Newsletter,103,5/7/2023,17,18,3769-471
3722,8,Socialmedia,247,2/3/2023,9,18,3770-880
3486,43,Blog,40,11/1/2024,12,20,3772-442
2985,25,newsletter,141,9/5/2024,19,20,3774-776
3041,10,Newsletter,0,10/21/2025,17,15,377-5
979,19,Socialmedia,179,10/25/2023,19,15,3775-575
4118,26,Newsletter,0,9/18/2025,18,3,377-9
780,30,blog,0,12/5/2025,5,10,378-17
1984,7,NEWSLETTER,0,4/15/2025,1,10,378-21
318,34,socialmedia,1,6/20/2025,12,20,378-29
1236,39,VIDEO,99,9/19/2023,15,8,3785-714
4259,35,Socialmedia,5,10/15/2023,11,11,378-63
571,18,Newsletter,77,12/23/2023,8,1,3789-1005
3884,11,Blog,133,5/1/2024,7,17,3790-535
212,17,Blog,3,12/6/2024,18,16,379-20
2571,4,Newsletter,91,11/7/2024,16,19,3795-512
843,44,newsletter,48,8/2/2024,19,3,3795-620
1198,12,NEWSLETTER,65,7/13/2024,7,20,3798-336
3728,12,video,134,7/7/2023,4,9,3798-578
91,8,Blog,9,5/26/2024,7,13,379-95
1533,44,BLOG,0,7/17/2025,1,19,38-0
4176,5,Video,99,8/6/2023,20,2,3800-567
3693,23,Newsletter,1,7/5/2025,16,17,380-17
4351,1,Socialmedia,110,1/26/2024,10,9,3803-1081
1836,28,Socialmedia,164,3/1/2023,17,20,3803-499
4601,4,VIDEO,115,5/30/2024,11,20,3803-595
2690,34,Socialmedia,258,6/14/2023,16,1,3805-913
3844,1,Newsletter,125,8/9/2024,7,15,3807-731
235,22,newsletter,78,8/12/2024,2,19,3808-520
3624,32,socialmedia,92,5/25/2024,7,16,3809-690
2261,39,Video,156,2/2/2024,2,13,3812-619
2949,1,Socialmedia,7,3/18/2024,14,3,381-36
4337,21,Blog,148,4/17/2024,8,1,3813-889
457,36,Socialmedia,67,4/17/2024,16,1,3815-1077
3377,28,newsletter,264,5/15/2024,7,1,3815-989
1213,46,NEWSLETTER,11,4/2/2024,16,19,381-69
500,48,SOCIALMEDIA,194,1/25/2023,18,13,3819-958
2206,19,BLOG,16,5/3/2023,13,19,382-139
3588,31,BLOG,0,12/14/2025,17,17,382-15
2188,5,socialmedia,1,7/13/2025,12,3,382-24
1119,38,VIDEO,58,9/30/2024,7,10,3822-536
4109,32,socialmedia,66,10/6/2024,10,14,3823-374
2640,23,Socialmedia,101,7/10/2024,19,6,3823-494
3880,36,blog,4,11/24/2024,7,8,382-47
243,2,Newsletter,336,4/5/2023,6,3,3829-1284
791,7,NEWSLETTER,257,3/16/2024,13,5,3830-1110
2953,23,Newsletter,0,9/2/2025,13,19,383-13
1726,24,Video,145,4/26/2023,2,19,3831-535
1795,6,socialmedia,0,12/7/2025,4,8,383-4
1668,36,Video,0,11/6/2025,6,12,384-15
3485,4,Socialmedia,39,8/5/2024,6,1,3842-190
1543,19,newsletter,1,5/19/2025,5,11,384-38
1881,19,video,24,5/23/2024,17,13,3848-369
3421,40,BLOG,33,10/12/2024,3,1,3849-167
3255,10,SOCIALMEDIA,0,12/24/2025,6,1,385-18
1574,45,newsletter,5,8/19/2024,19,5,385-24
1070,33,NEWSLETTER,81,9/9/2024,12,1,3852-432
654,12,Blog,326,12/29/2023,12,4,3855-976
2521,7,Blog,76,3/15/2024,6,16,3859-738
1011,9,Blog,82,8/22/2024,13,18,3860-491
1101,37,NEWSLETTER,117,1/26/2024,2,8,3862-1164
3412,2,socialmedia,6,3/31/2024,19,4,386-33
1388,38,newsletter,112,1/29/2024,9,8,3864-761
1654,39,Blog,351,5/4/2023,20,10,3864-825
4128,31,SOCIALMEDIA,0,10/28/2025,1,3,386-6
1474,39,Socialmedia,371,9/9/2023,16,14,3869-1072
2979,49,BLOG,204,1/8/2023,17,10,3874-1018
3814,21,Newsletter,40,4/25/2024,18,3,3874-445
1868,9,blog,61,4/3/2024,2,17,3875-494
3415,40,Newsletter,22,3/26/2023,7,3,387-69
704,24,newsletter,52,8/21/2023,1,10,3878-442
3669,10,BLOG,30,8/4/2024,7,13,3879-617
3644,41,Blog,483,5/29/2023,1,4,3884-1675
1348,29,Socialmedia,267,4/6/2023,10,19,3893-1415
2020,13,SOCIALMEDIA,48,8/19/2024,1,18,3895-375
2861,13,SOCIALMEDIA,158,9/26/2024,8,15,3896-798
2354,14,Socialmedia,312,11/15/2023,8,17,3896-927
4009,7,NEWSLETTER,103,10/13/2023,20,10,3898-857
3756,14,blog,129,5/11/2023,2,18,3900-368
3646,33,newsletter,75,6/16/2024,5,4,3901-923
3916,29,SOCIALMEDIA,21,7/27/2024,4,5,3906-252
178,21,newsletter,95,9/11/2023,11,13,3906-465
4032,38,socialmedia,199,2/8/2023,6,1,3907-1506
1749,18,Blog,129,10/18/2024,2,1,3912-677
2476,23,Socialmedia,308,4/6/2023,2,19,3915-1201
4204,46,Newsletter,7,9/13/2023,12,6,391-59
3229,42,socialmedia,83,10/4/2024,12,16,3920-576
1546,18,Blog,0,9/30/2025,15,12,392-14
3161,10,Socialmedia,37,10/21/2024,3,7,3923-339
153,41,blog,0,12/15/2025,6,16,392-5
1464,45,Newsletter,300,4/22/2023,16,15,3926-1740
3106,47,Blog,24,8/29/2024,18,14,3928-321
250,9,Video,708,3/1/2023,17,15,3931-1744
1211,4,socialmedia,177,9/20/2023,9,20,3932-525
143,34,Blog,273,10/22/2023,8,1,3932-784
1658,33,Video,287,9/8/2023,14,16,3933-1509
3329,12,NEWSLETTER,64,6/25/2024,8,13,3933-364
1914,13,NEWSLETTER,142,3/12/2024,4,6,3935-1057
2569,46,BLOG,25,4/25/2024,13,13,3935-252
2942,1,newsletter,162,4/2/2024,8,7,3936-801
3399,41,newsletter,0,7/30/2025,5,3,393-8
551,30,Newsletter,150,8/25/2023,18,12,3941-406
1487,16,Blog,145,5/31/2024,1,4,3941-575
4438,20,Blog,250,9/3/2023,20,15,3941-829
2015,23,Video,0,3/19/2025,15,15,394-28
2480,46,Video,4,3/16/2024,12,7,394-28
3678,4,SOCIALMEDIA,0,12/19/2025,7,19,394-6
4175,30,Socialmedia,105,4/25/2024,10,19,3946-648
828,12,Video,618,2/5/2023,14,11,3950-1667
2312,24,Video,0,11/5/2025,7,7,395-10
4202,8,VIDEO,15,6/12/2024,19,13,3951-250
1931,43,Socialmedia,501,9/2/2023,7,1,3953-1506
3845,4,blog,2,5/19/2025,4,9,395-38
4019,31,blog,18,10/14/2024,1,6,3955-165
4613,13,VIDEO,478,4/12/2023,11,7,3958-1131
2742,37,Blog,42,3/16/2023,6,3,396-137
119,45,BLOG,117,7/12/2023,11,15,3962-426
1559,39,BLOG,12,9/8/2023,8,12,396-41
2215,24,video,243,12/27/2023,5,17,3964-927
3208,8,VIDEO,207,8/27/2023,10,11,3967-1411
4472,30,NEWSLETTER,276,3/26/2024,3,20,3969-1150
3160,13,BLOG,143,8/21/2023,18,2,3971-949
4323,41,video,212,1/21/2023,4,1,3974-1146
4525,9,blog,5,1/4/2025,5,17,397-64
4078,8,BLOG,39,9/3/2024,1,7,3977-686
3570,31,Video,272,7/6/2023,13,8,3980-1304
4293,14,Video,586,3/15/2023,19,13,3981-1527
2264,13,BLOG,199,5/24/2024,8,1,3981-863
1863,29,newsletter,33,10/15/2024,9,14,3984-702
437,43,Blog,71,3/7/2024,5,11,3986-307
301,3,Newsletter,69,12/17/2023,19,10,3988-570
3093,26,newsletter,191,12/29/2023,13,6,3994-1246
4315,49,Newsletter,87,4/21/2024,8,16,3994-378
3811,50,socialmedia,213,6/6/2023,1,16,3995-1317
2781,32,video,110,2/7/2024,11,19,3995-552
643,28,Socialmedia,257,10/26/2023,4,7,3996-969
4185,33,SOCIALMEDIA,0,12/8/2025,19,11,399-9
3434,42,Socialmedia,269,7/24/2023,7,13,4000-1007
3870,4,Blog,132,2/21/2024,1,20,4000-1127
4018,9,VIDEO,273,9/8/2023,19,8,4001-1037
2034,28,Newsletter,16,1/1/2024,7,1,400-114
1943,48,video,3,11/20/2024,18,7,400-18
3132,39,Blog,1,11/6/2024,4,9,400-25
1354,43,SOCIALMEDIA,265,4/8/2023,9,13,4002-939
2729,15,video,95,1/6/2023,10,15,4004-756
1151,44,Video,150,3/9/2024,13,18,4006-586
3118,34,Newsletter,286,9/24/2023,15,10,4007-788
1892,20,socialmedia,0,3/30/2025,4,14,401-10
3309,42,blog,472,8/25/2023,4,18,4011-1494
4485,47,NEWSLETTER,0,7/13/2025,18,11,401-17
129,7,Blog,2,8/17/2024,5,1,401-30
2986,23,Video,285,11/30/2023,15,15,4019-1014
1366,9,newsletter,83,11/13/2023,19,11,4019-394
3765,49,BLOG,0,10/30/2025,7,1,402-16
910,19,VIDEO,474,6/9/2023,8,11,4025-1169
2489,7,video,85,6/8/2024,13,1,4029-791
4037,49,Socialmedia,35,10/10/2024,9,3,4031-495
3550,46,SOCIALMEDIA,3,4/30/2025,20,20,403-28
1653,39,video,0,9/17/2025,3,4,403-4
3218,46,Blog,4,2/19/2025,3,19,403-52
4104,3,blog,64,8/10/2024,8,9,4035-659
2821,45,Blog,223,5/31/2024,13,15,4035-934
2030,7,socialmedia,318,3/6/2023,1,8,4036-1459
1185,25,newsletter,73,3/3/2023,10,15,4036-579
2463,8,Socialmedia,287,1/22/2023,19,4,4036-810
3058,32,Blog,91,5/11/2024,19,12,4037-436
3248,37,BLOG,0,5/8/2025,16,10,403-9
3276,47,Video,57,11/13/2023,2,18,4039-339
73,10,socialmedia,0,4/6/2025,18,3,40-4
60,1,socialmedia,0,10/15/2025,19,7,404-15
4324,19,Blog,81,9/2/2023,10,12,4042-763
2849,1,BLOG,279,11/19/2023,18,8,4045-920
4456,38,newsletter,125,9/8/2023,20,4,4049-1439
4467,30,blog,63,5/9/2024,6,10,4049-966
3652,37,Newsletter,0,10/8/2025,15,12,405-16
1084,33,blog,250,7/31/2023,16,6,4052-920
696,14,video,143,1/3/2023,4,11,4053-1261
2560,21,NEWSLETTER,252,6/16/2023,5,20,4057-1220
2199,27,video,169,3/24/2024,5,16,4058-832
484,30,Socialmedia,67,4/28/2024,1,7,4059-459
1251,27,Blog,102,3/14/2023,20,17,4060-476
4345,49,socialmedia,1,1/7/2025,12,13,406-15
1245,17,Socialmedia,48,7/31/2024,20,10,4064-367
3789,37,Newsletter,133,9/18/2023,5,13,4066-473
1246,27,VIDEO,0,11/29/2025,8,2,406-8
1146,42,blog,10,2/15/2024,10,10,406-82
2388,18,Socialmedia,127,7/20/2023,10,2,4070-1154
3379,24,SOCIALMEDIA,7,4/3/2024,5,20,407-115
3025,26,video,121,6/30/2024,10,7,4074-860
4307,15,Newsletter,203,3/22/2024,16,4,4074-945
3473,41,socialmedia,108,5/21/2023,3,9,4076-822
180,39,Blog,113,1/18/2024,11,12,4079-473
2575,11,socialmedia,111,5/3/2024,2,20,4079-550
3240,44,video,82,7/26/2024,10,19,4079-624
634,9,Blog,0,5/24/2025,3,17,408-14
4147,38,socialmedia,0,12/5/2025,14,10,408-19
2445,13,Video,748,2/26/2023,15,16,4084-1741
986,49,video,42,10/4/2024,18,6,4084-325
4506,36,Video,101,5/16/2024,2,14,4088-722
877,22,Video,48,3/12/2024,18,7,4090-345
3708,41,newsletter,0,11/19/2025,16,2,409-13
559,4,Video,1,3/21/2025,12,11,409-15
1398,11,socialmedia,0,8/26/2025,12,3,409-15
2412,22,SOCIALMEDIA,56,7/25/2024,10,13,4091-740
1745,26,socialmedia,77,5/8/2024,19,16,4093-835
1446,44,NEWSLETTER,42,11/27/2023,15,6,4096-458
74,6,Newsletter,64,8/22/2023,7,7,4098-761
1466,14,Video,7,6/8/2024,11,11,409-89
2081,41,SOCIALMEDIA,94,2/15/2024,9,2,4103-404
3211,2,socialmedia,0,9/16/2025,7,10,410-4
2507,49,Newsletter,116,2/17/2024,6,15,4104-612
710,22,socialmedia,70,9/27/2023,2,20,4104-632
917,40,Newsletter,5,8/21/2024,4,15,410-82
1429,4,Socialmedia,83,9/1/2024,9,1,4108-462
4088,19,Newsletter,0,12/22/2025,4,2,411-14
4178,2,Blog,0,9/14/2025,17,14,411-16
3699,8,video,68,8/23/2024,15,14,4113-415
2000,43,Blog,177,1/30/2024,17,8,4113-979
4156,23,NEWSLETTER,68,10/3/2024,5,12,4114-482
712,17,blog,0,12/19/2025,16,9,411-6
3349,43,BLOG,165,5/2/2024,17,2,4117-870
1244,43,BLOG,39,9/14/2024,6,15,4120-758
2086,14,Newsletter,63,8/28/2024,17,15,4123-349
409,28,Blog,4,2/25/2024,13,5,412-37
1624,39,Blog,167,4/25/2023,7,7,4123-840
2885,27,VIDEO,0,8/13/2025,8,19,412-5
4325,12,socialmedia,0,9/6/2025,12,20,412-5
1727,16,Blog,241,7/30/2023,3,11,4127-965
2609,42,Socialmedia,142,11/25/2023,17,7,4129-440
1371,36,Newsletter,0,10/17/2025,12,1,413-11
1597,13,VIDEO,112,8/3/2023,14,1,4135-458
2644,4,Blog,152,3/20/2024,3,20,4136-1100
4546,7,newsletter,0,12/14/2025,6,7,413-7
3591,43,video,154,10/30/2023,7,3,4139-495
2812,21,VIDEO,302,7/14/2023,18,1,4141-1516
1027,14,Video,79,9/30/2024,1,15,4142-685
1409,35,Socialmedia,160,1/11/2024,9,12,4142-965
4183,48,Blog,73,7/21/2024,19,2,4144-670
1293,39,video,0,6/17/2025,20,4,415-10
133,44,VIDEO,2,4/18/2025,18,6,415-34
1066,6,SOCIALMEDIA,140,10/8/2023,13,15,4153-783
3071,48,socialmedia,41,8/27/2024,17,3,4155-824
800,39,newsletter,202,2/17/2024,13,18,4156-1216
1229,24,socialmedia,261,8/5/2023,7,2,4156-951
146,18,NEWSLETTER,0,9/10/2025,20,10,415-8
1874,22,VIDEO,175,3/2/2024,4,11,4160-839
1518,46,newsletter,0,10/6/2025,10,9,416-10
1457,35,Video,283,2/5/2023,15,17,4168-905
2923,49,NEWSLETTER,89,1/23/2024,10,15,4169-1162
657,23,Blog,62,9/30/2024,2,1,4169-703
20,35,BLOG,0,10/7/2024,4,6,41-7
1862,5,VIDEO,0,9/6/2025,15,13,417-16
3704,11,Newsletter,40,9/4/2023,16,20,4172-363
2035,21,Video,48,11/29/2023,19,10,4173-620
3594,12,NEWSLETTER,180,2/18/2024,4,5,4175-734
3440,7,video,80,7/17/2024,6,14,4178-444
789,37,newsletter,162,5/20/2023,3,9,4181-1197
3515,14,Blog,98,3/29/2024,6,15,4183-1209
2695,35,Video,62,1/20/2024,1,3,4184-373
2033,46,video,54,8/29/2024,16,13,4186-315
1992,31,VIDEO,141,7/27/2024,14,19,4186-640
3545,36,Video,123,4/7/2024,12,7,4189-472
496,27,Newsletter,386,10/21/2023,3,5,4193-1431
3981,40,BLOG,61,5/13/2024,20,10,4193-252
3698,17,Video,7,8/25/2024,8,2,419-92
1062,50,Video,514,5/4/2023,15,8,4203-1378
3289,44,Video,69,8/25/2024,8,20,4203-337
647,19,Blog,118,3/8/2024,19,19,4206-783
1019,12,Blog,254,3/4/2024,7,19,4207-916
1875,38,blog,85,8/27/2024,18,12,4208-483
4129,22,SOCIALMEDIA,160,10/9/2023,9,3,4208-732
2344,21,Blog,64,1/7/2023,12,4,4209-475
3989,43,Video,167,6/25/2024,2,20,4209-871
1250,6,SOCIALMEDIA,396,9/8/2023,1,7,4216-1453
494,23,SOCIALMEDIA,53,5/13/2024,3,13,4224-509
182,7,Video,6,4/29/2024,20,12,422-68
3854,1,Blog,62,3/30/2024,11,10,4228-267
4618,30,blog,86,6/22/2024,7,12,4228-537
2486,22,NEWSLETTER,230,8/8/2023,19,9,4229-598
903,26,Blog,201,12/28/2023,5,12,4229-723
1947,3,newsletter,31,10/22/2023,15,1,423-115
1857,3,Newsletter,1,6/18/2025,9,14,423-18
214,3,SOCIALMEDIA,0,5/20/2025,16,1,423-20
567,22,video,154,4/27/2023,15,6,4232-918
1822,45,video,47,8/26/2023,5,15,424-131
747,6,NEWSLETTER,31,7/2/2024,9,7,4241-509
2475,31,video,181,5/1/2024,8,5,4244-1056
749,12,newsletter,14,2/12/2023,16,14,424-46
531,21,BLOG,28,5/27/2024,15,12,4245-235
4006,9,Video,231,9/1/2023,9,6,4247-995
1117,21,SOCIALMEDIA,0,7/24/2025,10,5,425-25
850,33,Newsletter,54,6/17/2024,19,17,4252-777
2989,26,Blog,76,6/24/2024,7,15,4255-313
2706,20,Video,180,5/6/2024,2,13,4256-672
1580,12,Socialmedia,47,6/4/2024,18,4,4257-284
963,1,Blog,238,1/13/2024,7,7,4258-823
1972,18,Video,118,2/10/2024,14,6,4259-651
4584,15,blog,127,4/3/2024,19,4,4259-732
1444,42,Newsletter,2,3/20/2025,11,16,426-24
2804,13,socialmedia,347,1/4/2024,6,13,4265-1244
4252,32,Socialmedia,44,4/28/2024,10,4,4265-285
4255,45,SOCIALMEDIA,268,10/5/2023,15,4,4265-858
1800,1,newsletter,192,9/11/2024,18,16,4274-894
2580,19,blog,159,5/24/2024,14,9,4277-907
881,1,Newsletter,38,2/26/2024,15,18,4278-608
3002,4,Video,150,6/25/2023,19,14,4279-1718
10,4,Blog,25,12/3/2023,15,15,4279-297
3511,48,BLOG,150,5/6/2023,3,15,4279-397
2332,42,newsletter,186,4/16/2024,8,3,4279-856
557,13,video,241,1/30/2023,17,5,4281-706
2943,17,newsletter,2,6/9/2024,17,12,428-29
950,4,SOCIALMEDIA,71,5/1/2024,16,15,4287-1059
2825,47,NEWSLETTER,105,3/1/2024,11,12,4287-850
3088,34,BLOG,528,3/22/2023,11,18,4290-1924
4532,19,socialmedia,33,6/27/2024,9,18,4291-284
4373,25,NEWSLETTER,55,3/21/2023,4,3,429-178
1499,24,Socialmedia,162,4/11/2024,15,6,4293-918
585,39,Socialmedia,111,2/8/2024,15,6,4296-467
2633,20,socialmedia,123,7/24/2023,13,6,4297-1051
11,38,Socialmedia,29,5/26/2024,19,6,4297-234
3750,41,Socialmedia,251,2/10/2024,11,10,4298-967
3516,18,socialmedia,82,3/17/2024,3,13,4299-485
1735,7,SOCIALMEDIA,176,8/2/2023,12,1,4302-1198
3077,20,video,2,5/3/2025,17,9,430-27
3597,5,blog,28,8/25/2024,17,3,4304-204
4201,7,Blog,83,2/12/2024,4,19,4307-520
2515,10,Newsletter,0,9/19/2025,20,16,430-8
3175,42,Video,66,6/3/2024,9,12,4311-807
1265,40,Blog,133,1/15/2023,12,15,4315-516
3610,1,blog,293,3/8/2023,5,15,4316-954
1427,2,newsletter,125,9/2/2023,19,18,4319-1168
3439,17,video,70,7/19/2024,15,10,4324-336
3899,13,BLOG,9,7/11/2024,16,1,432-57
105,10,Blog,465,8/10/2023,16,11,4327-1380
2947,20,newsletter,498,10/1/2023,6,16,4327-1550
3627,17,Blog,0,6/18/2025,11,7,433-14
2589,44,BLOG,3,3/19/2025,16,16,433-28
3033,49,Newsletter,3,5/23/2025,10,20,433-39
1416,20,newsletter,0,12/29/2025,16,12,433-4
620,30,VIDEO,64,5/13/2024,2,19,4336-322
1891,40,video,151,12/30/2023,16,2,4340-570
1608,19,blog,97,8/15/2024,8,3,4345-844
1555,30,newsletter,0,8/30/2025,1,5,434-7
4219,16,Video,269,1/7/2023,5,19,4347-1144
267,34,Video,42,11/18/2023,14,7,4348-376
155,3,Blog,33,5/3/2024,17,11,4350-269
3337,47,SOCIALMEDIA,85,12/17/2023,3,14,4350-350
3903,43,Newsletter,261,12/26/2023,10,3,4350-983
2078,24,Newsletter,55,11/1/2023,14,8,4352-759
4044,24,socialmedia,680,1/4/2023,7,5,4354-1376
3235,48,Newsletter,253,4/18/2023,12,20,4357-1555
3442,11,Socialmedia,15,6/25/2024,1,18,435-78
4298,34,newsletter,0,9/24/2025,20,13,435-8
949,16,video,94,6/18/2024,6,6,4359-569
1665,17,Socialmedia,70,3/24/2024,13,6,4362-388
2378,11,Newsletter,491,8/8/2023,7,10,4364-1360
71,37,Video,459,3/4/2023,11,14,4368-1156
3506,3,Blog,90,8/29/2023,14,13,4371-554
376,37,Blog,100,8/23/2024,1,8,4372-899
4295,14,newsletter,215,5/25/2024,9,17,4373-924
4275,12,socialmedia,59,8/27/2024,12,18,4374-395
4382,37,video,749,5/7/2023,13,19,4375-1790
4420,9,Blog,586,4/11/2023,16,15,4378-1953
3660,39,video,135,2/11/2024,6,11,4378-738
215,17,Blog,21,12/13/2023,14,3,4381-303
2321,32,video,111,8/26/2023,16,5,4382-1337
375,44,Blog,0,11/6/2025,7,9,439-11
716,48,video,117,8/10/2024,19,12,4392-891
349,21,Socialmedia,117,7/28/2024,19,6,4394-592
732,25,video,0,10/24/2025,7,3,439-7
4265,6,BLOG,103,10/8/2023,17,15,4398-501
3807,31,Socialmedia,156,8/31/2024,18,16,4402-852
207,50,Newsletter,6,2/10/2025,1,14,440-50
334,37,NEWSLETTER,339,4/27/2023,19,8,4405-1143
161,39,BLOG,180,4/19/2024,18,19,4407-1105
745,32,newsletter,52,8/8/2024,12,1,4408-496
320,12,VIDEO,5,9/19/2024,8,3,440-85
3091,30,newsletter,92,4/29/2024,1,17,4410-525
2173,14,blog,0,6/5/2025,15,13,441-12
2635,36,blog,73,7/24/2024,11,1,4411-967
729,50,blog,202,3/31/2024,17,6,4412-884
1154,16,Socialmedia,63,4/7/2024,15,18,4413-420
4355,46,video,129,5/5/2024,2,7,4416-908
2281,24,VIDEO,137,1/7/2024,17,9,4418-648
32,37,blog,0,11/4/2025,19,16,441-9
1007,20,BLOG,91,6/27/2024,7,20,4419-676
933,39,Newsletter,227,9/26/2023,18,8,4420-747
516,7,Blog,123,3/11/2023,4,16,4421-503
835,16,Video,135,4/30/2023,10,13,4425-1152
3043,26,NEWSLETTER,93,8/10/2023,7,5,4425-642
569,26,Blog,10,9/20/2024,10,8,442-66
4272,41,blog,167,2/28/2023,4,19,4426-745
3368,33,Newsletter,102,8/10/2024,3,12,4428-729
3055,23,Socialmedia,305,10/7/2023,13,13,4430-1610
3581,27,SOCIALMEDIA,286,1/18/2024,18,2,4434-1319
4493,8,Socialmedia,0,11/25/2025,11,4,443-5
1817,40,Newsletter,412,4/15/2023,8,3,4437-1178
277,15,Newsletter,285,9/26/2023,8,13,4437-789
694,12,newsletter,11,2/5/2024,19,11,444-119
3102,1,socialmedia,293,2/4/2024,13,18,4442-1178
429,22,VIDEO,251,2/10/2024,13,13,4450-814
3713,41,video,1,3/14/2025,17,13,445-26
4614,29,VIDEO,5,11/18/2024,2,19,445-54
3546,29,blog,257,9/25/2023,18,3,4456-1484
1589,11,Socialmedia,15,3/4/2024,19,11,445-93
1402,1,socialmedia,113,9/17/2023,20,8,4459-389
2811,21,socialmedia,193,11/11/2023,3,3,4459-546
3887,33,Newsletter,203,2/16/2024,3,6,4461-823
3148,33,Socialmedia,116,11/16/2023,3,18,4462-410
1294,15,Newsletter,62,6/25/2024,13,10,4464-1044
3369,39,blog,89,3/30/2024,17,19,4464-874
4476,29,SOCIALMEDIA,86,11/12/2023,20,9,4466-654
4602,38,blog,212,9/13/2023,17,19,4466-886
3301,45,Blog,123,6/25/2024,15,6,4472-815
4436,7,NEWSLETTER,1,4/18/2025,8,13,447-33
1227,39,Newsletter,1,1/4/2025,16,16,447-37
3219,12,video,252,4/13/2024,11,20,4476-1178
1808,24,Socialmedia,148,5/16/2024,19,7,4480-1057
386,22,blog,0,12/10/2025,16,18,448-21
2397,14,NEWSLETTER,152,4/2/2023,8,6,4483-706
1484,44,blog,2,9/17/2024,20,17,448-51
3127,6,Socialmedia,0,11/18/2025,12,12,448-6
4038,19,Blog,10,9/28/2024,20,5,448-64
365,15,blog,0,10/9/2025,14,17,448-9
4166,19,SOCIALMEDIA,0,8/8/2025,7,11,449-10
2835,34,Socialmedia,60,6/14/2024,6,15,4491-417
2286,20,Blog,6,7/29/2024,18,20,449-29
3185,5,VIDEO,5,2/16/2025,15,11,449-43
203,13,socialmedia,306,1/4/2023,1,18,4496-1368
3152,48,Socialmedia,13,10/2/2024,20,20,449-67
4388,35,Video,0,12/16/2025,9,1,45-0
3179,31,Blog,28,7/1/2024,8,15,4501-346
4463,25,Newsletter,28,8/16/2024,9,10,4503-269
3210,32,Video,348,5/11/2023,18,4,4504-1505
1760,45,blog,218,5/11/2024,10,6,4504-803
1588,40,video,315,4/3/2024,2,12,4510-1157
2396,22,video,209,12/31/2023,15,3,4510-705
2711,18,blog,106,9/21/2023,20,19,4511-652
3672,35,socialmedia,270,7/1/2023,7,4,4511-866
220,24,newsletter,53,1/16/2024,11,4,4512-432
629,49,socialmedia,32,8/7/2024,12,5,4513-243
1086,4,Blog,50,5/5/2024,9,19,4515-331
2468,39,VIDEO,118,7/20/2024,12,2,4517-961
373,45,Socialmedia,241,6/26/2024,3,17,4519-1024
1100,37,Socialmedia,0,11/9/2025,6,3,452-11
718,41,SOCIALMEDIA,96,6/28/2024,7,8,4521-931
1497,9,Newsletter,0,11/21/2025,1,8,452-21
2542,26,socialmedia,162,4/16/2023,2,9,4522-467
3618,45,Socialmedia,2,3/10/2025,16,4,452-27
3565,3,video,3,2/7/2025,7,7,452-35
1928,13,VIDEO,2,6/14/2025,5,17,452-39
3528,43,Socialmedia,97,11/7/2023,20,20,4524-877
1195,29,VIDEO,135,9/14/2023,20,7,4527-787
4148,12,newsletter,266,5/10/2024,19,14,4528-1112
2827,3,video,67,2/10/2024,11,17,4528-538
350,9,newsletter,296,9/11/2023,12,20,4529-1221
2172,36,newsletter,45,3/27/2024,13,15,4529-577
2180,19,Socialmedia,255,8/27/2023,18,8,4529-699
4235,41,newsletter,55,12/22/2023,3,13,4530-410
2217,47,VIDEO,0,10/16/2025,13,12,453-11
2431,48,Video,114,2/11/2024,16,9,4531-534
2242,9,Blog,40,7/29/2024,4,12,4533-817
3203,47,Video,0,11/2/2025,19,11,453-4
2966,19,Blog,566,5/22/2023,14,11,4537-1711
1355,15,Blog,90,5/7/2024,20,11,4537-495
945,13,Video,131,7/6/2024,12,5,4537-841
4223,19,Newsletter,367,9/23/2023,19,14,4538-1163
2761,41,socialmedia,147,4/25/2024,8,2,4542-1110
416,25,newsletter,157,11/27/2023,5,19,4543-1195
1813,12,Blog,200,2/9/2024,12,14,4543-1407
844,11,Blog,320,3/7/2023,16,15,4545-1015
1145,44,VIDEO,0,8/17/2025,14,19,454-7
399,32,newsletter,380,4/5/2023,5,1,4548-1543
3802,44,newsletter,30,1/22/2024,17,12,4549-431
467,7,Socialmedia,208,6/9/2023,18,4,4551-1228
3613,4,Blog,84,3/14/2024,17,4,4552-493
3084,24,Newsletter,0,9/10/2025,9,4,455-5
246,30,VIDEO,256,3/6/2024,20,5,4556-1277
4052,9,SOCIALMEDIA,142,5/11/2023,19,6,4559-1311
2504,11,Blog,0,9/20/2025,13,17,456-12
4021,10,SOCIALMEDIA,1,7/26/2025,5,16,456-28
1763,37,Socialmedia,303,9/5/2023,18,13,4562-960
2776,45,blog,111,4/4/2023,12,20,4565-601
252,29,SOCIALMEDIA,0,11/16/2025,10,5,456-8
1089,25,VIDEO,95,8/15/2024,12,14,4569-727
3904,17,Video,74,1/18/2024,10,5,4571-943
