id,content_id,type,likes,engagement_date,campaign_id,product_id,views,clicks
134,1,Social Media,0,2025-09-08,11,14,359,18
3121,10,Video,449,2023-02-25,9,13,3592,1027
2313,4,Blog,77,2024-10-13,11,9,3592,435
4374,47,Blog,299,2023-11-21,2,15,3593,1160
1193,28,Social Media,172,2023-09-08,11,18,3593,862
3933,24,Blog,22,2024-05-31,4,18,3594,265
1232,3,Social Media,74,2023-11-11,9,15,3594,398
4022,37,Social Media,107,2023-12-07,8,5,3595,368
3537,41,Video,200,2024-01-24,5,2,3595,716
4145,38,Social Media,193,2023-09-08,2,2,3599,861
4419,5,Newsletter,0,2025-09-19,7,7,360,10
1977,34,Social Media,138,2023-10-08,12,13,3602,1164
2293,40,Social Media,87,2024-06-07,5,13,3605,539
2077,46,Blog,236,2023-11-04,6,17,3608,1008
1043,20,Newsletter,36,2024-06-02,14,1,3609,232
15,16,Social Media,0,2025-10-20,6,19,36,1
1205,49,Social Media,0,2025-10-18,17,8,361,11
913,32,Newsletter,0,2024-11-05,5,3,361,14
2766,2,Newsletter,0,2025-08-20,13,10,361,15
2745,32,Video,309,2023-08-14,12,18,3612,1001
4354,5,Video,7,2024-03-03,11,3,361,36
1701,23,Video,51,2024-08-22,11,16,3614,230
2963,37,Social Media,134,2024-06-07,18,12,3614,662
159,29,Social Media,9,2024-10-04,5,18,361,64
4576,35,Social Media,94,2024-08-07,17,8,3616,761
1612,24,Social Media,68,2024-08-11,11,13,3619,417
824,11,Social Media,22,2024-09-10,13,10,3622,164
3322,40,Social Media,58,2024-10-16,8,9,3624,658
2212,16,Video,0,2025-11-06,1,3,362,5
85,34,Video,0,2025-05-08,18,20,36,3
4551,14,Blog,0,2025-08-26,7,2,363,14
79,36,Video,397,2023-04-26,9,16,3632,1500
529,40,Social Media,147,2024-01-27,18,3,3633,668
1766,28,Video,223,2023-10-27,10,3,3633,878
4595,19,Video,223,2023-12-15,14,7,3634,1024
1714,19,Blog,80,2024-05-21,19,8,3635,346
43,34,Newsletter,92,2023-08-12,8,1,3640,370
2039,15,Blog,13,2024-08-13,5,14,3641,257
1738,18,Social Media,2,2025-06-10,10,20,364,27
2941,20,Social Media,14,2024-09-05,16,4,3643,200
801,36,Social Media,88,2024-01-11,16,16,3646,648
787,40,Video,132,2024-04-01,11,11,3650,603
24,38,Newsletter,65,2024-05-20,8,16,3651,377
1057,13,Blog,192,2024-05-30,12,16,3651,903
4398,39,Blog,66,2024-05-24,14,19,3651,933
284,30,Video,41,2024-11-01,1,7,3654,231
3710,37,Video,60,2024-01-01,14,17,3656,364
1362,20,Blog,77,2023-12-25,19,9,3658,574
1575,22,Blog,120,2023-07-16,10,4,3659,650
4232,35,Blog,402,2023-02-09,18,14,3661,911
2244,47,Newsletter,1,2025-07-16,3,5,366,21
2098,28,Blog,119,2024-04-19,7,16,3662,430
3827,46,Video,97,2023-11-10,17,20,3662,889
1692,10,Social Media,119,2023-02-17,6,15,3662,918
1433,24,Social Media,200,2023-07-27,14,19,3663,1371
3667,17,Newsletter,0,2025-12-14,1,20,366,4
1179,38,Newsletter,0,2025-12-26,11,10,366,6
4062,22,Social Media,43,2024-11-05,10,2,3666,546
2532,9,Blog,137,2024-09-24,12,16,3669,707
1797,19,Video,0,2025-07-11,18,19,367,15
699,35,Blog,224,2024-03-03,11,3,3671,859
3917,15,Video,60,2024-11-06,14,9,3672,621
439,23,Blog,66,2024-05-11,13,14,3674,281
1527,46,Social Media,219,2023-06-25,7,5,3675,1326
772,34,Blog,0,2025-08-07,10,1,367,9
2562,2,Newsletter,0,2025-09-04,8,19,368,16
3139,50,Social Media,0,2025-05-13,16,13,368,18
3408,20,Blog,262,2023-09-03,2,14,3684,705
1885,41,Newsletter,57,2024-04-30,18,10,3685,468
4347,36,Blog,48,2024-06-03,17,7,3687,630
356,23,Blog,94,2024-01-21,2,5,3688,808
555,47,Social Media,21,2024-06-27,11,13,3690,287
2649,17,Blog,0,2025-11-25,15,2,369,15
3978,49,Blog,0,2025-08-10,13,20,369,16
2791,12,Newsletter,81,2024-05-28,1,2,3697,695
1722,10,Newsletter,83,2024-03-01,7,16,3699,432
1959,31,Social Media,160,2024-08-04,18,5,3700,768
3676,25,Newsletter,128,2024-01-23,11,1,3700,819
2602,5,Social Media,73,2024-08-12,14,19,3703,393
2259,13,Video,61,2023-08-15,7,13,3708,684
3631,24,Blog,25,2024-02-22,17,11,3710,365
410,23,Social Media,105,2024-09-08,20,2,3711,543
3294,21,Video,349,2023-01-25,11,7,3712,719
258,32,Social Media,132,2023-10-28,7,3,3715,1027
4523,21,Video,55,2024-05-04,16,17,3720,753
655,45,Newsletter,27,2024-06-26,14,7,3722,552
796,8,Social Media,545,2023-04-28,15,11,3724,1533
3640,38,Video,13,2023-01-31,14,9,372,87
3658,15,Video,279,2023-02-15,8,20,3732,1453
2220,27,Newsletter,14,2024-10-22,2,8,3732,149
1962,26,Social Media,53,2024-06-15,17,5,3736,311
3052,8,Newsletter,70,2024-10-04,11,12,3736,708
2272,3,Video,14,2024-03-12,3,2,373,97
4425,23,Blog,41,2024-07-24,10,12,3745,208
1370,27,Video,153,2023-08-12,16,14,3746,409
1021,18,Social Media,101,2023-11-09,18,17,3746,591
1467,49,Video,0,2025-08-06,1,6,375,13
2018,9,Social Media,285,2023-04-19,5,18,3754,1215
640,22,Newsletter,3,2024-08-08,5,18,375,53
2142,27,Blog,34,2024-10-19,19,14,3755,484
3169,50,Social Media,0,2025-10-12,2,5,375,8
929,33,Video,8,2024-07-10,17,2,375,91
1260,2,Social Media,5,2024-08-16,3,1,376,38
3598,39,Social Media,11,2024-01-12,18,17,376,42
862,4,Video,66,2024-10-16,4,10,3767,484
3321,17,Newsletter,103,2023-05-07,17,18,3769,471
3722,8,Social Media,247,2023-02-03,9,18,3770,880
3486,43,Blog,40,2024-11-01,12,20,3772,442
2985,25,Newsletter,141,2024-09-05,19,20,3774,776
3041,10,Newsletter,0,2025-10-21,17,15,377,5
979,19,Social Media,179,2023-10-25,19,15,3775,575
4118,26,Newsletter,0,2025-09-18,18,3,377,9
780,30,Blog,0,2025-12-05,5,10,378,17
1984,7,Newsletter,0,2025-04-15,1,10,378,21
318,34,Social Media,1,2025-06-20,12,20,378,29
1236,39,Video,99,2023-09-19,15,8,3785,714
4259,35,Social Media,5,2023-10-15,11,11,378,63
571,18,Newsletter,77,2023-12-23,8,1,3789,1005
3884,11,Blog,133,2024-05-01,7,17,3790,535
212,17,Blog,3,2024-12-06,18,16,379,20
2571,4,Newsletter,91,2024-11-07,16,19,3795,512
843,44,Newsletter,48,2024-08-02,19,3,3795,620
1198,12,Newsletter,65,2024-07-13,7,20,3798,336
3728,12,Video,134,2023-07-07,4,9,3798,578
91,8,Blog,9,2024-05-26,7,13,379,95
1533,44,Blog,0,2025-07-17,1,19,38,0
4176,5,Video,99,2023-08-06,20,2,3800,567
3693,23,Newsletter,1,2025-07-05,16,17,380,17
4351,1,Social Media,110,2024-01-26,10,9,3803,1081
1836,28,Social Media,164,2023-03-01,17,20,3803,499
4601,4,Video,115,2024-05-30,11,20,3803,595
2690,34,Social Media,258,2023-06-14,16,1,3805,913
3844,1,Newsletter,125,2024-08-09,7,15,3807,731
235,22,Newsletter,78,2024-08-12,2,19,3808,520
3624,32,Social Media,92,2024-05-25,7,16,3809,690
2261,39,Video,156,2024-02-02,2,13,3812,619
2949,1,Social Media,7,2024-03-18,14,3,381,36
4337,21,Blog,148,2024-04-17,8,1,3813,889
457,36,Social Media,67,2024-04-17,16,1,3815,1077
3377,28,Newsletter,264,2024-05-15,7,1,3815,989
1213,46,Newsletter,11,2024-04-02,16,19,381,69
500,48,Social Media,194,2023-01-25,18,13,3819,958
2206,19,Blog,16,2023-05-03,13,19,382,139
3588,31,Blog,0,2025-12-14,17,17,382,15
2188,5,Social Media,1,2025-07-13,12,3,382,24
1119,38,Video,58,2024-09-30,7,10,3822,536
4109,32,Social Media,66,2024-10-06,10,14,3823,374
2640,23,Social Media,101,2024-07-10,19,6,3823,494
3880,36,Blog,4,2024-11-24,7,8,382,47
243,2,Newsletter,336,2023-04-05,6,3,3829,1284
791,7,Newsletter,257,2024-03-16,13,5,3830,1110
2953,23,Newsletter,0,2025-09-02,13,19,383,13
1726,24,Video,145,2023-04-26,2,19,3831,535
1795,6,Social Media,0,2025-12-07,4,8,383,4
1668,36,Video,0,2025-11-06,6,12,384,15
3485,4,Social Media,39,2024-08-05,6,1,3842,190
1543,19,Newsletter,1,2025-05-19,5,11,384,38
1881,19,Video,24,2024-05-23,17,13,3848,369
3421,40,Blog,33,2024-10-12,3,1,3849,167
3255,10,Social Media,0,2025-12-24,6,1,385,18
1574,45,Newsletter,5,2024-08-19,19,5,385,24
1070,33,Newsletter,81,2024-09-09,12,1,3852,432
654,12,Blog,326,2023-12-29,12,4,3855,976
2521,7,Blog,76,2024-03-15,6,16,3859,738
1011,9,Blog,82,2024-08-22,13,18,3860,491
1101,37,Newsletter,117,2024-01-26,2,8,3862,1164
3412,2,Social Media,6,2024-03-31,19,4,386,33
1388,38,Newsletter,112,2024-01-29,9,8,3864,761
1654,39,Blog,351,2023-05-04,20,10,3864,825
4128,31,Social Media,0,2025-10-28,1,3,386,6
1474,39,Social Media,371,2023-09-09,16,14,3869,1072
2979,49,Blog,204,2023-01-08,17,10,3874,1018
3814,21,Newsletter,40,2024-04-25,18,3,3874,445
1868,9,Blog,61,2024-04-03,2,17,3875,494
3415,40,Newsletter,22,2023-03-26,7,3,387,69
704,24,Newsletter,52,2023-08-21,1,10,3878,442
3669,10,Blog,30,2024-08-04,7,13,3879,617
3644,41,Blog,483,2023-05-29,1,4,3884,1675
1348,29,Social Media,267,2023-04-06,10,19,3893,1415
2020,13,Social Media,48,2024-08-19,1,18,3895,375
2861,13,Social Media,158,2024-09-26,8,15,3896,798
2354,14,Social Media,312,2023-11-15,8,17,3896,927
4009,7,Newsletter,103,2023-10-13,20,10,3898,857
3756,14,Blog,129,2023-05-11,2,18,3900,368
3646,33,Newsletter,75,2024-06-16,5,4,3901,923
3916,29,Social Media,21,2024-07-27,4,5,3906,252
178,21,Newsletter,95,2023-09-11,11,13,3906,465
4032,38,Social Media,199,2023-02-08,6,1,3907,1506
1749,18,Blog,129,2024-10-18,2,1,3912,677
2476,23,Social Media,308,2023-04-06,2,19,3915,1201
4204,46,Newsletter,7,2023-09-13,12,6,391,59
3229,42,Social Media,83,2024-10-04,12,16,3920,576
1546,18,Blog,0,2025-09-30,15,12,392,14
3161,10,Social Media,37,2024-10-21,3,7,3923,339
153,41,Blog,0,2025-12-15,6,16,392,5
1464,45,Newsletter,300,2023-04-22,16,15,3926,1740
3106,47,Blog,24,2024-08-29,18,14,3928,321
250,9,Video,708,2023-03-01,17,15,3931,1744
1211,4,Social Media,177,2023-09-20,9,20,3932,525
143,34,Blog,273,2023-10-22,8,1,3932,784
1658,33,Video,287,2023-09-08,14,16,3933,1509
3329,12,Newsletter,64,2024-06-25,8,13,3933,364
1914,13,Newsletter,142,2024-03-12,4,6,3935,1057
2569,46,Blog,25,2024-04-25,13,13,3935,252
2942,1,Newsletter,162,2024-04-02,8,7,3936,801
3399,41,Newsletter,0,2025-07-30,5,3,393,8
551,30,Newsletter,150,2023-08-25,18,12,3941,406
1487,16,Blog,145,2024-05-31,1,4,3941,575
4438,20,Blog,250,2023-09-03,20,15,3941,829
2015,23,Video,0,2025-03-19,15,15,394,28
2480,46,Video,4,2024-03-16,12,7,394,28
3678,4,Social Media,0,2025-12-19,7,19,394,6
4175,30,Social Media,105,2024-04-25,10,19,3946,648
828,12,Video,618,2023-02-05,14,11,3950,1667
2312,24,Video,0,2025-11-05,7,7,395,10
4202,8,Video,15,2024-06-12,19,13,3951,250
1931,43,Social Media,501,2023-09-02,7,1,3953,1506
3845,4,Blog,2,2025-05-19,4,9,395,38
4019,31,Blog,18,2024-10-14,1,6,3955,165
4613,13,Video,478,2023-04-12,11,7,3958,1131
2742,37,Blog,42,2023-03-16,6,3,396,137
119,45,Blog,117,2023-07-12,11,15,3962,426
1559,39,Blog,12,2023-09-08,8,12,396,41
2215,24,Video,243,2023-12-27,5,17,3964,927
3208,8,Video,207,2023-08-27,10,11,3967,1411
4472,30,Newsletter,276,2024-03-26,3,20,3969,1150
3160,13,Blog,143,2023-08-21,18,2,3971,949
4323,41,Video,212,2023-01-21,4,1,3974,1146
4525,9,Blog,5,2025-01-04,5,17,397,64
4078,8,Blog,39,2024-09-03,1,7,3977,686
3570,31,Video,272,2023-07-06,13,8,3980,1304
4293,14,Video,586,2023-03-15,19,13,3981,1527
2264,13,Blog,199,2024-05-24,8,1,3981,863
1863,29,Newsletter,33,2024-10-15,9,14,3984,702
437,43,Blog,71,2024-03-07,5,11,3986,307
301,3,Newsletter,69,2023-12-17,19,10,3988,570
3093,26,Newsletter,191,2023-12-29,13,6,3994,1246
4315,49,Newsletter,87,2024-04-21,8,16,3994,378
3811,50,Social Media,213,2023-06-06,1,16,3995,1317
2781,32,Video,110,2024-02-07,11,19,3995,552
643,28,Social Media,257,2023-10-26,4,7,3996,969
4185,33,Social Media,0,2025-12-08,19,11,399,9
3434,42,Social Media,269,2023-07-24,7,13,4000,1007
3870,4,Blog,132,2024-02-21,1,20,4000,1127
4018,9,Video,273,2023-09-08,19,8,4001,1037
2034,28,Newsletter,16,2024-01-01,7,1,400,114
1943,48,Video,3,2024-11-20,18,7,400,18
3132,39,Blog,1,2024-11-06,4,9,400,25
1354,43,Social Media,265,2023-04-08,9,13,4002,939
2729,15,Video,95,2023-01-06,10,15,4004,756
1151,44,Video,150,2024-03-09,13,18,4006,586
3118,34,Newsletter,286,2023-09-24,15,10,4007,788
1892,20,Social Media,0,2025-03-30,4,14,401,10
3309,42,Blog,472,2023-08-25,4,18,4011,1494
4485,47,Newsletter,0,2025-07-13,18,11,401,17
129,7,Blog,2,2024-08-17,5,1,401,30
2986,23,Video,285,2023-11-30,15,15,4019,1014
1366,9,Newsletter,83,2023-11-13,19,11,4019,394
3765,49,Blog,0,2025-10-30,7,1,402,16
910,19,Video,474,2023-06-09,8,11,4025,1169
2489,7,Video,85,2024-06-08,13,1,4029,791
4037,49,Social Media,35,2024-10-10,9,3,4031,495
3550,46,Social Media,3,2025-04-30,20,20,403,28
1653,39,Video,0,2025-09-17,3,4,403,4
3218,46,Blog,4,2025-02-19,3,19,403,52
4104,3,Blog,64,2024-08-10,8,9,4035,659
2821,45,Blog,223,2024-05-31,13,15,4035,934
2030,7,Social Media,318,2023-03-06,1,8,4036,1459
1185,25,Newsletter,73,2023-03-03,10,15,4036,579
2463,8,Social Media,287,2023-01-22,19,4,4036,810
3058,32,Blog,91,2024-05-11,19,12,4037,436
3248,37,Blog,0,2025-05-08,16,10,403,9
3276,47,Video,57,2023-11-13,2,18,4039,339
73,10,Social Media,0,2025-04-06,18,3,40,4
60,1,Social Media,0,2025-10-15,19,7,404,15
4324,19,Blog,81,2023-09-02,10,12,4042,763
2849,1,Blog,279,2023-11-19,18,8,4045,920
4456,38,Newsletter,125,2023-09-08,20,4,4049,1439
4467,30,Blog,63,2024-05-09,6,10,4049,966
3652,37,Newsletter,0,2025-10-08,15,12,405,16
1084,33,Blog,250,2023-07-31,16,6,4052,920
696,14,Video,143,2023-01-03,4,11,4053,1261
2560,21,Newsletter,252,2023-06-16,5,20,4057,1220
2199,27,Video,169,2024-03-24,5,16,4058,832
484,30,Social Media,67,2024-04-28,1,7,4059,459
1251,27,Blog,102,2023-03-14,20,17,4060,476
4345,49,Social Media,1,2025-01-07,12,13,406,15
1245,17,Social Media,48,2024-07-31,20,10,4064,367
3789,37,Newsletter,133,2023-09-18,5,13,4066,473
1246,27,Video,0,2025-11-29,8,2,406,8
1146,42,Blog,10,2024-02-15,10,10,406,82
2388,18,Social Media,127,2023-07-20,10,2,4070,1154
3379,24,Social Media,7,2024-04-03,5,20,407,115
3025,26,Video,121,2024-06-30,10,7,4074,860
4307,15,Newsletter,203,2024-03-22,16,4,4074,945
3473,41,Social Media,108,2023-05-21,3,9,4076,822
180,39,Blog,113,2024-01-18,11,12,4079,473
2575,11,Social Media,111,2024-05-03,2,20,4079,550
3240,44,Video,82,2024-07-26,10,19,4079,624
634,9,Blog,0,2025-05-24,3,17,408,14
4147,38,Social Media,0,2025-12-05,14,10,408,19
2445,13,Video,748,2023-02-26,15,16,4084,1741
986,49,Video,42,2024-10-04,18,6,4084,325
4506,36,Video,101,2024-05-16,2,14,4088,722
877,22,Video,48,2024-03-12,18,7,4090,345
3708,41,Newsletter,0,2025-11-19,16,2,409,13
559,4,Video,1,2025-03-21,12,11,409,15
1398,11,Social Media,0,2025-08-26,12,3,409,15
2412,22,Social Media,56,2024-07-25,10,13,4091,740
1745,26,Social Media,77,2024-05-08,19,16,4093,835
1446,44,Newsletter,42,2023-11-27,15,6,4096,458
74,6,Newsletter,64,2023-08-22,7,7,4098,761
1466,14,Video,7,2024-06-08,11,11,409,89
2081,41,Social Media,94,2024-02-15,9,2,4103,404
3211,2,Social Media,0,2025-09-16,7,10,410,4
2507,49,Newsletter,116,2024-02-17,6,15,4104,612
710,22,Social Media,70,2023-09-27,2,20,4104,632
917,40,Newsletter,5,2024-08-21,4,15,410,82
1429,4,Social Media,83,2024-09-01,9,1,4108,462
4088,19,Newsletter,0,2025-12-22,4,2,411,14
4178,2,Blog,0,2025-09-14,17,14,411,16
3699,8,Video,68,2024-08-23,15,14,4113,415
2000,43,Blog,177,2024-01-30,17,8,4113,979
4156,23,Newsletter,68,2024-10-03,5,12,4114,482
712,17,Blog,0,2025-12-19,16,9,411,6
3349,43,Blog,165,2024-05-02,17,2,4117,870
1244,43,Blog,39,2024-09-14,6,15,4120,758
2086,14,Newsletter,63,2024-08-28,17,15,4123,349
409,28,Blog,4,2024-02-25,13,5,412,37
1624,39,Blog,167,2023-04-25,7,7,4123,840
2885,27,Video,0,2025-08-13,8,19,412,5
4325,12,Social Media,0,2025-09-06,12,20,412,5
1727,16,Blog,241,2023-07-30,3,11,4127,965
2609,42,Social Media,142,2023-11-25,17,7,4129,440
1371,36,Newsletter,0,2025-10-17,12,1,413,11
1597,13,Video,112,2023-08-03,14,1,4135,458
2644,4,Blog,152,2024-03-20,3,20,4136,1100
4546,7,Newsletter,0,2025-12-14,6,7,413,7
3591,43,Video,154,2023-10-30,7,3,4139,495
2812,21,Video,302,2023-07-14,18,1,4141,1516
1027,14,Video,79,2024-09-30,1,15,4142,685
1409,35,Social Media,160,2024-01-11,9,12,4142,965
4183,48,Blog,73,2024-07-21,19,2,4144,670
1293,39,Video,0,2025-06-17,20,4,415,10
133,44,Video,2,2025-04-18,18,6,415,34
1066,6,Social Media,140,2023-10-08,13,15,4153,783
3071,48,Social Media,41,2024-08-27,17,3,4155,824
800,39,Newsletter,202,2024-02-17,13,18,4156,1216
1229,24,Social Media,261,2023-08-05,7,2,4156,951
146,18,Newsletter,0,2025-09-10,20,10,415,8
1874,22,Video,175,2024-03-02,4,11,4160,839
1518,46,Newsletter,0,2025-10-06,10,9,416,10
1457,35,Video,283,2023-02-05,15,17,4168,905
2923,49,Newsletter,89,2024-01-23,10,15,4169,1162
657,23,Blog,62,2024-09-30,2,1,4169,703
20,35,Blog,0,2024-10-07,4,6,41,7
1862,5,Video,0,2025-09-06,15,13,417,16
3704,11,Newsletter,40,2023-09-04,16,20,4172,363
2035,21,Video,48,2023-11-29,19,10,4173,620
3594,12,Newsletter,180,2024-02-18,4,5,4175,734
3440,7,Video,80,2024-07-17,6,14,4178,444
789,37,Newsletter,162,2023-05-20,3,9,4181,1197
3515,14,Blog,98,2024-03-29,6,15,4183,1209
2695,35,Video,62,2024-01-20,1,3,4184,373
2033,46,Video,54,2024-08-29,16,13,4186,315
1992,31,Video,141,2024-07-27,14,19,4186,640
3545,36,Video,123,2024-04-07,12,7,4189,472
496,27,Newsletter,386,2023-10-21,3,5,4193,1431
3981,40,Blog,61,2024-05-13,20,10,4193,252
3698,17,Video,7,2024-08-25,8,2,419,92
1062,50,Video,514,2023-05-04,15,8,4203,1378
3289,44,Video,69,2024-08-25,8,20,4203,337
647,19,Blog,118,2024-03-08,19,19,4206,783
1019,12,Blog,254,2024-03-04,7,19,4207,916
1875,38,Blog,85,2024-08-27,18,12,4208,483
4129,22,Social Media,160,2023-10-09,9,3,4208,732
2344,21,Blog,64,2023-01-07,12,4,4209,475
3989,43,Video,167,2024-06-25,2,20,4209,871
1250,6,Social Media,396,2023-09-08,1,7,4216,1453
494,23,Social Media,53,2024-05-13,3,13,4224,509
182,7,Video,6,2024-04-29,20,12,422,68
3854,1,Blog,62,2024-03-30,11,10,4228,267
4618,30,Blog,86,2024-06-22,7,12,4228,537
2486,22,Newsletter,230,2023-08-08,19,9,4229,598
903,26,Blog,201,2023-12-28,5,12,4229,723
1947,3,Newsletter,31,2023-10-22,15,1,423,115
1857,3,Newsletter,1,2025-06-18,9,14,423,18
214,3,Social Media,0,2025-05-20,16,1,423,20
567,22,Video,154,2023-04-27,15,6,4232,918
1822,45,Video,47,2023-08-26,5,15,424,131
747,6,Newsletter,31,2024-07-02,9,7,4241,509
2475,31,Video,181,2024-05-01,8,5,4244,1056
749,12,Newsletter,14,2023-02-12,16,14,424,46
531,21,Blog,28,2024-05-27,15,12,4245,235
4006,9,Video,231,2023-09-01,9,6,4247,995
1117,21,Social Media,0,2025-07-24,10,5,425,25
850,33,Newsletter,54,2024-06-17,19,17,4252,777
2989,26,Blog,76,2024-06-24,7,15,4255,313
2706,20,Video,180,2024-05-06,2,13,4256,672
1580,12,Social Media,47,2024-06-04,18,4,4257,284
963,1,Blog,238,2024-01-13,7,7,4258,823
1972,18,Video,118,2024-02-10,14,6,4259,651
4584,15,Blog,127,2024-04-03,19,4,4259,732
1444,42,Newsletter,2,2025-03-20,11,16,426,24
2804,13,Social Media,347,2024-01-04,6,13,4265,1244
4252,32,Social Media,44,2024-04-28,10,4,4265,285
4255,45,Social Media,268,2023-10-05,15,4,4265,858
1800,1,Newsletter,192,2024-09-11,18,16,4274,894
2580,19,Blog,159,2024-05-24,14,9,4277,907
881,1,Newsletter,38,2024-02-26,15,18,4278,608
3002,4,Video,150,2023-06-25,19,14,4279,1718
10,4,Blog,25,2023-12-03,15,15,4279,297
3511,48,Blog,150,2023-05-06,3,15,4279,397
2332,42,Newsletter,186,2024-04-16,8,3,4279,856
557,13,Video,241,2023-01-30,17,5,4281,706
2943,17,Newsletter,2,2024-06-09,17,12,428,29
950,4,Social Media,71,2024-05-01,16,15,4287,1059
2825,47,Newsletter,105,2024-03-01,11,12,4287,850
3088,34,Blog,528,2023-03-22,11,18,4290,1924
4532,19,Social Media,33,2024-06-27,9,18,4291,284
4373,25,Newsletter,55,2023-03-21,4,3,429,178
1499,24,Social Media,162,2024-04-11,15,6,4293,918
585,39,Social Media,111,2024-02-08,15,6,4296,467
2633,20,Social Media,123,2023-07-24,13,6,4297,1051
11,38,Social Media,29,2024-05-26,19,6,4297,234
3750,41,Social Media,251,2024-02-10,11,10,4298,967
3516,18,Social Media,82,2024-03-17,3,13,4299,485
1735,7,Social Media,176,2023-08-02,12,1,4302,1198
3077,20,Video,2,2025-05-03,17,9,430,27
3597,5,Blog,28,2024-08-25,17,3,4304,204
4201,7,Blog,83,2024-02-12,4,19,4307,520
2515,10,Newsletter,0,2025-09-19,20,16,430,8
3175,42,Video,66,2024-06-03,9,12,4311,807
1265,40,Blog,133,2023-01-15,12,15,4315,516
3610,1,Blog,293,2023-03-08,5,15,4316,954
1427,2,Newsletter,125,2023-09-02,19,18,4319,1168
3439,17,Video,70,2024-07-19,15,10,4324,336
3899,13,Blog,9,2024-07-11,16,1,432,57
105,10,Blog,465,2023-08-10,16,11,4327,1380
2947,20,Newsletter,498,2023-10-01,6,16,4327,1550
3627,17,Blog,0,2025-06-18,11,7,433,14
2589,44,Blog,3,2025-03-19,16,16,433,28
3033,49,Newsletter,3,2025-05-23,10,20,433,39
1416,20,Newsletter,0,2025-12-29,16,12,433,4
620,30,Video,64,2024-05-13,2,19,4336,322
1891,40,Video,151,2023-12-30,16,2,4340,570
1608,19,Blog,97,2024-08-15,8,3,4345,844
1555,30,Newsletter,0,2025-08-30,1,5,434,7
4219,16,Video,269,2023-01-07,5,19,4347,1144
267,34,Video,42,2023-11-18,14,7,4348,376
155,3,Blog,33,2024-05-03,17,11,4350,269
3337,47,Social Media,85,2023-12-17,3,14,4350,350
3903,43,Newsletter,261,2023-12-26,10,3,4350,983
2078,24,Newsletter,55,2023-11-01,14,8,4352,759
4044,24,Social Media,680,2023-01-04,7,5,4354,1376
3235,48,Newsletter,253,2023-04-18,12,20,4357,1555
3442,11,Social Media,15,2024-06-25,1,18,435,78
4298,34,Newsletter,0,2025-09-24,20,13,435,8
949,16,Video,94,2024-06-18,6,6,4359,569
1665,17,Social Media,70,2024-03-24,13,6,4362,388
2378,11,Newsletter,491,2023-08-08,7,10,4364,1360
71,37,Video,459,2023-03-04,11,14,4368,1156
3506,3,Blog,90,2023-08-29,14,13,4371,554
376,37,Blog,100,2024-08-23,1,8,4372,899
4295,14,Newsletter,215,2024-05-25,9,17,4373,924
4275,12,Social Media,59,2024-08-27,12,18,4374,395
4382,37,Video,749,2023-05-07,13,19,4375,1790
4420,9,Blog,586,2023-04-11,16,15,4378,1953
3660,39,Video,135,2024-02-11,6,11,4378,738
215,17,Blog,21,2023-12-13,14,3,4381,303
2321,32,Video,111,2023-08-26,16,5,4382,1337
375,44,Blog,0,2025-11-06,7,9,439,11
716,48,Video,117,2024-08-10,19,12,4392,891
349,21,Social Media,117,2024-07-28,19,6,4394,592
732,25,Video,0,2025-10-24,7,3,439,7
4265,6,Blog,103,2023-10-08,17,15,4398,501
3807,31,Social Media,156,2024-08-31,18,16,4402,852
207,50,Newsletter,6,2025-02-10,1,14,440,50
334,37,Newsletter,339,2023-04-27,19,8,4405,1143
161,39,Blog,180,2024-04-19,18,19,4407,1105
745,32,Newsletter,52,2024-08-08,12,1,4408,496
320,12,Video,5,2024-09-19,8,3,440,85
3091,30,Newsletter,92,2024-04-29,1,17,4410,525
2173,14,Blog,0,2025-06-05,15,13,441,12
2635,36,Blog,73,2024-07-24,11,1,4411,967
729,50,Blog,202,2024-03-31,17,6,4412,884
1154,16,Social Media,63,2024-04-07,15,18,4413,420
4355,46,Video,129,2024-05-05,2,7,4416,908
2281,24,Video,137,2024-01-07,17,9,4418,648
32,37,Blog,0,2025-11-04,19,16,441,9
1007,20,Blog,91,2024-06-27,7,20,4419,676
933,39,Newsletter,227,2023-09-26,18,8,4420,747
516,7,Blog,123,2023-03-11,4,16,4421,503
835,16,Video,135,2023-04-30,10,13,4425,1152
3043,26,Newsletter,93,2023-08-10,7,5,4425,642
569,26,Blog,10,2024-09-20,10,8,442,66
4272,41,Blog,167,2023-02-28,4,19,4426,745
3368,33,Newsletter,102,2024-08-10,3,12,4428,729
3055,23,Social Media,305,2023-10-07,13,13,4430,1610
3581,27,Social Media,286,2024-01-18,18,2,4434,1319
4493,8,Social Media,0,2025-11-25,11,4,443,5
1817,40,Newsletter,412,2023-04-15,8,3,4437,1178
277,15,Newsletter,285,2023-09-26,8,13,4437,789
694,12,Newsletter,11,2024-02-05,19,11,444,119
3102,1,Social Media,293,2024-02-04,13,18,4442,1178
429,22,Video,251,2024-02-10,13,13,4450,814
3713,41,Video,1,2025-03-14,17,13,445,26
4614,29,Video,5,2024-11-18,2,19,445,54
3546,29,Blog,257,2023-09-25,18,3,4456,1484
1589,11,Social Media,15,2024-03-04,19,11,445,93
1402,1,Social Media,113,2023-09-17,20,8,4459,389
2811,21,Social Media,193,2023-11-11,3,3,4459,546
3887,33,Newsletter,203,2024-02-16,3,6,4461,823
